və	vE
rəsədxananın	rEsEdxananun
rəvayətin	rEvayEtin
rəylərlə	rEylErlE
saatlara	saatlara
sabahısı	sabahusu
sabir	sabir
sadalamaq	sadalamax
sadələşdirir	sadElESdirir
sakitliyin	saTitliyin
saldosu	saldosu
salmadan	salmadan
salnamələr	salnamElEr
salnamənin	salnamEnin
salonlarının	salonlarunun
salsınlar	salsunlar
salxımvari	salxumvari
salxımı	salxumu
salına	saluna
salındıqda	salundugda
salındığından	salunduuundan
samurayın	samurayun
sancağında	sanjaunda
saniyəsində	saniyEsindE
santexnika	santexniTa
saqqızı	sagguzu
sarayla	sarayla
sarınmış	sarunmuS
sataşır	sataSur
saxladıqda	saxladugda
saxlamağın	saxlamaun
saxlandıqda	saxlandugda
saxtalaşdırılması	saxtalaSdurulmasu
saydakı	saydaTu
saytlara	saytlara
saytlardan	saytlardan
sayımı	sayumu
sazda	sazda
sazişini	saziSini
saçından	saCundan
sağalmasını	salmasunu
sektorlar	seStorlar
sektorların	seStorlarun
selom	selom
semestri	semestri
seminariyasının	seminariyasunun
seminarı	seminaru
sensoru	sensoru
septik	septiS
seqmentlərə	segmentlErE
serbləri	serblEri
seriyalarına	seriyalaruna
serverlərdə	serverlErdE
setan	setan
sevdi	sevdi
sevilib	sevilib
sevindirici	sevindiriji
sevmişdir	sevmiSdir
sevərdi	sevErdi
seysmoloji	seysmoloZi
seçilməli	seCilmEli
seçkilərini	seCTilErini
seçməlidir	seCmElidir
seçmələri	seCmElEri
seçməsinin	seCmEsinin
sibir	sibir
sifilisin	sifilisin
sikkələrini	siSTElErini
silahlanan	silahlanan
silahlanırdılar	silahlanurdular
silib	silib
silindrdə	silindrdE
siluetini	siluecini
simasına	simasuna
simfoniyasını	simfoniyasunu
simurq	simurx
sind	sind
siniflərinə	siniflErinE
sinqılı	singulu
sinusoidal	sinusoidal
siqh	sigh
sir	sir
sistern	sistern
sistolik	sistoliS
sitoplazmada	sitoplazmada
sitoplazmatik	sitoplazmatiS
sitoplazmaya	sitoplazmaya
sitoxrom	sitoxrom
situasiyalarda	situasiyalarda
situasiyanı	situasiyanu
situasiyanın	situasiyanun
sivilizasiyaları	sivilizasiyalaru
siyasətdir	siyasEtdir
siyasətidir	siyasEtidir
siyasətlərin	siyasEtlErin
skamyasında	sTamyasunda
skeletinə	sTelecinE
skeletli	sTeletli
skripkaların	sSripTalarun
slavyanlara	slavyanlara
snayperçi	snayperCi
sofulu	sofulu
solaxay	solaxay
solur	solur
som	som
sonlandırdı	sonlandurdu
sonluqları	sonluglaru
sonluğuna	sonluna
sonsuzluğu	sonsuzlu
sormağa	sorma
soruşmuşdu	soruSmuSdu
soruşulur	soruSulur
sosiolinqvistika	sosiolingvistiTa
sosyal	sosyal
soyuducular	soyudujular
soyudulmuş	soyudulmuS
soyudur	soyudur
soyulmuş	soyulmuS
soyulur	soyulur
soyuqda	soyugda
soyuqdəyməyə	soyugdEymEyE
soyuqluğu	soyuglu
soyğun	soyxun
spesefik	spesefiS
spini	spini
spirtsiz	spirtsiz
ssenaristləri	ssenaristlEri
stabilliyini	stabilliyini
stadionunu	stadionunu
standard	standard
standartdır	standartdur
standartlaşdırılması	standartlaSdurulmasu
stansiyadır	stansiyadur
stansiyanı	stansiyanu
startap	startap
statusdan	statusdan
stilə	stilE
stimulə	stimulE
stoaçılar	stoaCular
strategiyalar	strateTiyalar
stratejik	strateZiS
strukturdan	struSturdan
strukturlarından	struSturlarundan
stəkanı	stETanu
sualla	sualla
suayrıcında	suayrujunda
subarktik	subarStiS
sulfidin	sulfidin
sultanlığını	sultanluuunu
supermarketlər	supermarTetlEr
surətin	surEtin
surətinə	surEtinE
surətiylə	surEtiylE
surətlərindən	surEtlErindEn
surətlərinin	surEtlErinin
susdurmaq	susdurmax
suverenliyin	suverenliyin
sxeminin	sxeminin
söhbətlərin	sEhbEtlErin
sönməz	sEnmEz
söylə	sEylE
söylədim	sEylEdim
söyləməklə	sEylEmESlE
söyləyərkən	sEylEyErTEn
sözlərindəki	sEzlErindETi
sübutunu	sibutunu
süjetlə	siZetlE
süjetlərinə	siZetlErinE
sükuta	siTuta
sürmüşdürlər	sirmiSdirlEr
sürməklə	sirmESlE
süryani	siryani
sürüdə	siridE
sürüklənmə	siriSlEnmE
sürüsünü	sirisini
sürüşməsinə	siriSmEsinE
sürətləndirici	sirEtlEndiriji
süst	sist
sütunda	situnda
sütununa	sitununa
süvarilərini	sivarilErini
süxuru	sixuru
süysününün	siysininin
süzülmə	sizilmE
sıfırdır	sufurdur
sınamağa	sunama
sıralaması	suralamasu
sıralanan	suralanan
sıralanmasında	suralanmasunda
sıxlıqda	suxlugda
sıxmaqla	suxmagla
sıçrayaraq	suCrayarax
sıçrayıb	suCrayub
sıçrayır	suCrayur
sığın	suuun
sığınacaqdan	suuunajagdan
sığınacaqların	suuunajaglarun
sığınıb	suuunub
səadətə	sEadEtE
səciyyələnirlər	sEjiyyElEnirlEr
səfeh	sEfeh
səfirin	sEfirin
səfərlərdən	sEfErlErdEn
səhləb	sEhlEb
səhnələşdirilməsi	sEhnElESdirilmEsi
səhnələşdirmişdir	sEhnElESdirmiSdir
səhralardan	sEhralardan
səhranı	sEhranu
səhərində	sEhErindE
səkkizdə	sESTizdE
səlahiyyətlərin	sElahiyyEtlErin
səlcuqların	sEljuglarun
səlibçilərə	sElibCilErE
sələf	sElEf
səmtindən	sEmtindEn
sənayedən	sEnayedEn
sənayeləri	sEnayelEri
sənətlərə	sEnEtlErE
sərgiləmək	sErTilEmES
sərhədlə	sErhEdlE
sərmayənin	sErmayEnin
səsləndiriblər	sEslEndiriblEr
səsləndirirlər	sEslEndirirlEr
səsləndirməsi	sEslEndirmEsi
səthdəki	sEthdETi
səviyəsinin	sEviyEsinin
tabeliyindən	tabeliyindEn
tabloların	tablolarun
tabora	tabora
tabur	tabur
taburu	taburu
taksiyə	taSsiyE
taktik	taStiS
taktikalar	taStiTalar
talaları	talalaru
talayıb	talayub
talelər	talelEr
talvar	talvar
tamaşaçılarının	tamaSaCularunun
tamkənarlıdır	tamTEnarludur
tamlığının	tamluuunun
tan	tan
tankeri	tanTeri
tankerlər	tanTerlEr
tankçı	tanSCu
tanrıdan	tanrudan
tantal	tantal
tanıdılır	tanudulur
tanımamaq	tanumamax
tanıyıram	tanuyuram
tapançasını	tapanCasunu
tapdıq	tapdux
tapırdılar	tapurdular
tapırıq	tapurux
taraz	taraz
tarazlı	tarazlu
tarixlərinə	tarixlErinE
tarixçisinin	tarixCisinin
tarlaların	tarlalarun
tarzəni	tarzEni
tatlarda	tatlarda
taxmış	taxmuS
taylarının	taylarunun
tağlarının	talarunun
tağça	taCa
teatrlaşdırılmış	teatrlaSdurulmuS
tek	teS
teleqramda	telegramda
televizorun	televizorun
tellərdən	tellErdEn
temoeratur	temoeratur
temperamenti	temperamenti
temperaturdur	temperaturdur
templi	templi
tendensiyanı	tendensiyanu
tennislə	tennislE
tenzoru	tenzoru
teoreminin	teoreminin
termodinamika	termodinamiTa
terra	terra
terrorizmi	terrorizmi
terrorçuluq	terrorCulux
testindən	testindEn
testini	testini
texnoparklar	texnoparSlar
texnoparkın	texnoparTun
tezisini	tezisini
tezlikləri	tezliSlEri
tifaq	tifax
tikilişində	tiTiliSindE
tikilməli	tiTilmEli
tikilsə	tiTilsE
tikintilərinin	tiTintilErinin
tipoqrafiya	tipografia
tiristor	tiristor
titrəməyə	titrEmEyE
titrətmə	titrEtmE
toksikliyi	toSsiSliyi
toksin	toSsin
toksinlər	toSsinlEr
tolerantlığı	tolerantluuu
tonik	toniS
tonqallar	tongallar
tonunu	tonunu
toplamaqda	toplamagda
toplamaqdır	toplamagdur
toplamasına	toplamasuna
toplanmasından	toplanmasundan
toplanışı	toplanuSu
toplarından	toplarundan
toplaşanların	toplaSanlarun
topçular	topCular
topçuluq	topCulux
toqquşmalarla	togguSmalarla
torbası	torbasu
tornado	tornado
toxuduğu	toxudu
toxumadır	toxumadur
toxumlardan	toxumlardan
toxunuşlu	toxunuSlu
toyları	toylaru
tozların	tozlarun
traktoru	traStoru
traktı	traStu
traktında	traStunda
tramvayın	tramvayun
transkripsiyası	transSripsiyasu
travmatologiya	travmatoloTia
traxoma	traxoma
trekləri	treSlEri
treska	tresTa
triggerlər	triTTerlEr
trombon	trombon
tromplar	tromplar
tsiklin	tsiSlin
tullanmada	tullanmada
tullantılarla	tullantularla
tulyaremiya	tulyaremia
tunelinin	tunelinin
turbulent	turbulent
turistin	turistin
turk	turS
turuk	turuS
turşəng	turSEnT
tutacaqdır	tutajagdur
tutacağını	tutajaunu
tutmadan	tutmadan
tutmamış	tutmamuS
tutmağın	tutmaun
tutulacaq	tutulajax
tutulanların	tutulanlarun
tutulmamışdı	tutulmamuSdu
tutursa	tutursa
töhfəni	tEhfEni
tökmədən	tESmEdEn
tökməklə	tESmESlE
tökməsi	tESmEsi
töküldükdən	tETildiSdEn
tökülürlər	tETilirlEr
törədicinin	tErEdijinin
törədəcək	tErEdEjES
törənmişdir	tErEnmiSdir
törətmə	tErEtmE
tövsiyəsinə	tEvsiyEsinE
tüfəngçi	tifEnTCi
tükdən	tiSdEn
tükənmişdir	tiTEnmiSdir
tüm	tim
türkcəsini	tirSjEsini
türkmənlərinin	tirSmEnlErinin
türkçü	tirSCi
təam	tEam
təbilçi	tEbilCi
təbir	tEbir
təbiətləri	tEbiEtlEri
təchizatla	tEjhizatla
təcrübələrlə	tEjribElErlE
təcəlli	tEjElli
tədarükünün	tEdariTinin
tədbirinin	tEdbirinin
tədqiqatçılıq	tEdgigatCulux
təfəkküründə	tEfESTirindE
təfərrüatlarını	tEfErriatlarunu
təhlildən	tEhlildEn
təhqiredici	tEhgirediji
təhqirlər	tEhgirlEr
təkibində	tETibindE
təkli	tESli
təkmilləşdirilərək	tESmillESdirilErES
təkərin	tETErin
təlabatın	tElabatun
təlxə	tElxE
tələbata	tElEbata
tələbədən	tElEbEdEn
tələffüzündə	tElEffizindE
tələsi	tElEsi
tələsirdi	tElEsirdi
tələsmir	tElEsmir
təmaslar	tEmaslar
təmizlədilər	tEmizlEdilEr
təmizlənməsinin	tEmizlEnmEsinin
təmsilçilərini	tEmsilCilErini
təməllər	tEmEllEr
tənliklərə	tEnliSlErE
tənqidində	tEngidindE
təpəlidir	tEpElidir
təqaüdçüdür	tEgaidCidir
təqvimin	tEgvimin
tərbiyyə	tErbiyyE
tərcümələrində	tErjimElErindE
tərifdə	tErifdE
təriqətlərdən	tErigEtlErdEn
tərlədici	tErlEdiji
tərzin	tErzin
tərzə	tErzE
tərəfdaşlarına	tErEfdaSlaruna
tərəfdaşlarından	tErEfdaSlarundan
təsdiqidir	tEsdigidir
təsdiqlədilər	tEsdiglEdilEr
təsdiqlədiyi	tEsdiglEdiyi
təsdiqləməyə	tEsdiglEmEyE
təsdiqlənməmişdir	tEsdiglEnmEmiSdir
təsərrüfatdan	tEsErrifatdan
təsərüfat	tEsErifat
təsəvvürlərdən	tEsEvvirlErdEn
tətillərin	tEtillErin
tətillərində	tEtillErindE
tətillərini	tEtillErini
tətillərə	tEtillErE
təvazökarlığı	tEvazETarluuu
təxəyyülünə	tExEyyilinE
təyinatları	tEyinatlaru
təyininə	tEyininE
təyinlər	tEyinlEr
təyyarəçilər	tEyyarECilEr
təzahürlərindən	tEzahirlErindEn
təziqi	tEzigi
təşgil	tESTil
təşəbbüskarlığı	tESEbbisTarluuu
təşəbbüslərin	tESEbbislErin
təşəkkülünü	tESESTilini
təəccüblüdür	tEEjjiblidir
təəccübləndirən	tEEjjiblEndirEn
ucaldığı	ujalduuu
ucalmışdır	ujalmuSdur
ucaltdı	ujaltdu
ucaltmaq	ujaltmax
udin	udin
udub	udub
udulmasını	udulmasunu
uduzmuşdur	uduzmuSdur
uduş	uduS
ul	ul
ulduzlarını	ulduzlarunu
universitetdəki	universicetdETi
universitetlərini	universicetlErini
unudulmağa	unudulma
unutmayaq	unutmayax
urartulular	urartulular
ustadlar	ustadlar
ustalığa	ustaluua
uydurmadır	uydurmadur
uydurması	uydurmasu
uyezdində	uyezdindE
uyuşmayan	uyuSmayan
uyğurlara	uyxurlara
uzandığını	uzanduuunu
uzanmaq	uzanmax
uzantısı	uzantusu
uzaqlaşdırılıb	uzaglaSdurulub
uzatmış	uzatmuS
uzunömürlülüyə	uzunEmirliliyE
uğrasa	urasa
uğruna	uruna
uşaqlardır	uSaglardur
vacibləri	vajiblEri
vahələr	vahElEr
vahələrdə	vahElErdE
valilərin	valilErin
valların	vallarun
valyutaları	valyutalaru
valyutaların	valyutalarun
vampirləri	vampirlEri
vardlr	vardl3r
varkən	varTEn
varlığında	varluuunda
varsaq	varsax
vaxtıdır	vaxtudur
vağzala	vazala
vektorunun	veStorunun
venadaxili	venadaxili
venesiyalılar	venesiyalular
verilmədiyini	verilmEdiyini
verilməzdən	verilmEzdEn
vermədikdə	vermEdiSdE
vermələrinə	vermElErinE
verməyiblər	vermEyiblEr
verstliyində	verstliyindE
vidalaşma	vidalaSma
vidalaşıb	vidalaSub
villalar	villalar
voleybolu	voleybolu
vulkandan	vulTandan
vulkanlarından	vulTanlarundan
vurucu	vuruju
vurulmasına	vurulmasuna
vurulmasından	vurulmasundan
vuruşdular	vuruSdular
vuruşmadan	vuruSmadan
vurğun	vurxun
vüsəti	visEti
vəhşilər	vEhSilEr
vəqfinin	vEgfinin
vəsaitdir	vEsatdir
vəsaitindən	vEsacindEn
vətənlərini	vEtEnlErini
vətənpərvərləri	vEtEnpErvErlEri
vətənpərvərlərinin	vEtEnpErvErlErinin
vətənsevər	vEtEnsevEr
vəzilərdən	vEzilErdEn
vəzilərində	vEzilErindE
vəzirinin	vEzirinin
vəziyyətlərində	vEziyyEtlErindE
vəziyət	vEziyEt
was	was
xadimin	xadimin
xalanın	xalanun
xallıdır	xalludur
xalqlardır	xalglardur
xanalı	xanalu
xanədanına	xanEdanuna
xaqanları	xaganlaru
xarakterindəki	xaraSterindETi
xarakteristikalarına	xaraSteristiTalaruna
xaricilərə	xarijilErE
xasiyyətini	xasiyyEtini
xasiyyətləri	xasiyyEtlEri
xatırladırlar	xaturladurlar
xatırlanması	xaturlanmasu
xaçla	xaCla
xaçpərəst	xaCpErEst
xaçşəkilli	xaCSETilli
xidmətçinin	xidmEtCinin
xoşbəxtliyinə	xoSbExtliyinE
xoşluqla	xoSlugla
xristianlaşdırma	xristianlaSdurma
xul	xul
xörəklərdə	xErESlErdE
xüsus	xisus
xırıltılı	xurultulu
xəbərinə	xEbErinE
xəlvətcə	xElvEtjE
xəlvətə	xElvEtE
xəncərini	xEnjErini
xərcləmişdi	xErjlEmiSdi
xərcləmək	xErjlEmES
xəritələrə	xEritElErE
xərək	xErES
xəstələnirlər	xEstElEnirlEr
xəstələrlə	xEstElErlE
xətlidir	xEtlidir
xəttidir	xEttidir
xəyalın	xEyalun
xəyanətinə	xEyanEtinE
yaddaşlarında	yaddaSlarunda
yadellilərin	yadellilErin
yadigarları	yadiTarlaru
yallıbaşı	yallubaSu
yamaclardan	yamajlardan
yanacaqlarında	yanajaglarunda
yanal	yanal
yanaqları	yanaglaru
yanaşmalardan	yanaSmalardan
yanaşmasında	yanaSmasunda
yanvardan	yanvardan
yapışıq	yapuSux
yaradacaqdır	yaradajagdur
yaradıcılarındandır	yaradujularundandur
yaradılandan	yaradulandan
yaralara	yaralara
yaralarda	yaralarda
yaranmayıb	yaranmayub
yaratdıqlarını	yaratduglarunu
yaratmalıdır	yaratmaludur
yaratmasını	yaratmasunu
yarayır	yarayur
yaraşmaz	yaraSmaz
yardı	yardu
yarpaqla	yarpagla
yarusdan	yarusdan
yaruslarda	yaruslarda
yarımkürəsinə	yarumTirEsinE
yarımnövlər	yarumnEvlEr
yarımnövləri	yarumnEvlEri
yarımstansiyası	yarumstansiyasu
yarımsəhralar	yarumsEhralar
yarıtmaz	yarutmaz
yarışçısı	yaruSCusu
yasa	yasa
yası	yasu
yataqlara	yataglara
yataqxanalarla	yatagxanalarla
yatırdılar	yaturdular
yatırmaqla	yaturmagla
yavaşladı	yavaSladu
yavaşıyır	yavaSuyur
yaxalandı	yaxalandu
yaxalanmış	yaxalanmuS
yaxalanıb	yaxalanub
yaxalayıb	yaxalayub
yaxınlaşdıran	yaxunlaSduran
yaxınlaşdırırdı	yaxunlaSdururdu
yaxınlıqdan	yaxunlugdan
yaylanın	yaylanun
yaylaqlarda	yaylaglarda
yayqın	yaygun
yayılmaması	yayulmamasu
yayılmır	yayulmur
yayımlamışdı	yayumlamuSdu
yayındırmağa	yayundurma
yazanların	yazanlarun
yazarıdır	yazarudur
yazmışam	yazmuSam
yazılanları	yazulanlaru
yazılarkən	yazularTEn
yazılmalı	yazulmalu
yağlarla	yalarla
yağıdır	yaudur
yağışına	yauSuna
yaşadılması	yaSadulmasu
yaşadım	yaSadum
yaşamadığı	yaSamaduuu
yaşamaqdadırlar	yaSamagdadurlar
yaşamırdı	yaSamurdu
yaşanması	yaSanmasu
yaşanılan	yaSanulan
yaşatmışdır	yaSatmuSdur
yaşayışına	yaSayuSuna
yaşla	yaSla
yaşlar	yaSlar
yaşlılıq	yaSlulux
yekunları	yeTunlaru
yelli	yelli
yemini	yemini
yemlənir	yemlEnir
yemlər	yemlEr
yeməklərlə	yemESlErlE
yenidənqurmadan	yenidEngurmadan
yeniləyir	yenilEyir
yeniçərilər	yeniCErilEr
yepiskopluq	yepisToplux
yerləşəcəyi	yerlESEjEyi
yerədək	yerEdES
yetirilməli	yecirilmEli
yetişməkdə	yeciSmESdE
yetişərək	yeciSErES
yetəcək	yetEjES
yivsiz	yivsiz
yolladığı	yolladuuu
yollayırlar	yollayurlar
yonqar	yongar
yonub	yonub
yorulur	yorulur
yoxlamaları	yoxlamalaru
yoxlayırdı	yoxlayurdu
yoxlayırlar	yoxlayurlar
yubka	yubTa
yumruğu	yumru
yumşaldılması	yumSaldulmasu
yupiklərinin	yupiSlErinin
yurdum	yurdum
yuyunmaq	yuyunmax
yönəldiyini	yEnEldiyini
yüklənməsinə	yiSlEnmEsinE
yüklənə	yiSlEnE
yüksəkdağlıq	yiSsESdalux
yüksəkdirsə	yiSsESdirsE
yüksəkdədir	yiSsESdEdir
yüksəldikdən	yiSsEldiSdEn
yüksəlməyi	yiSsElmEyi
yürütdü	yiritdi
yürüşlərindən	yiriSlErindEn
yırtıcıdır	yurtujudur
yıxıldığını	yuxulduuunu
yığcamlığı	yuujamluuu
yığmaya	yuumaya
yığıncaqlara	yuuunjaglara
yığıncağına	yuuunjauna
zamanəmizə	zamanEmizE
zavodlara	zavodlara
zeytuni	zeytuni
ziddiyyətlərdən	ziddiyyEtlErdEn
ziddiyyətlərini	ziddiyyEtlErini
ziddiyyətə	ziddiyyEtE
ziqot	zigot
zirehlilər	zirehlilEr
zirvələrdən	zirvElErdEn
zirzəmilər	zirzEmilEr
ziyarətgahdır	ziyarEtTahdur
ziyarətgahlar	ziyarEtTahlar
ziyarətgahının	ziyarEtTahunun
ziyarətlər	ziyarEtlEr
ziyarətçisi	ziyarEtCisi
zoocoğrafi	zoojorafi
zooloq	zoolox
zoğlarında	zolarunda
zoğlu	zolu
zövqsüz	zEvgsiz
zürafə	zirafE
zədələndikdə	zEdElEndiSdE
zəhərləmək	zEhErlEmES
zəiflədirdi	zEiflEdirdi
zəifləməsini	zEiflEmEsini
zəkatını	zETatunu
zəmanədən	zEmanEdEn
zəmanəmizin	zEmanEmizin
zəminə	zEminE
zəncirvarı	zEnjirvaru
zənginin	zEnTinin
zənginləşdi	zEnTinlESdi
zərbli	zErbli
zərflikləri	zErfliSlEri
zərxara	zErxara
zərərlə	zErErlE
zərərlər	zErErlEr
zərərlərə	zErErlErE
Çadırın	Cadurun
Çanaqlı	Canaglu
Çaplı	Caplu
Çara	Cara
Çavin	Cavin
Çavuşlu	CavuSlu
Çaylds	Caylds
Çağan	Can
Çe	Ce
Çelebi	Celebi
Çempionatından	Cempionatundan
Çernoqoriya	Cernogoria
Çernyayevski	CernyayevsTi
Çevrilmə	CevrilmE
Çita	Cita
Çiçəyin	CiCEyin
Çobanlı	Cobanlu
Çur	Cur
Çətir	CEtir
Çəyirdəyi	CEyirdEyi
Ölkəsində	ElTEsindE
Ölkəsinin	ElTEsinin
Ölənlər	ElEnlEr
Ömer	Emer
Örl	Erl
ÜST	ist
Üfüq	ifix
Ümümdünya	imimdinya
Üniversitetində	iniversicecindE
Ürəklər	irESlEr
Ürəyi	irEyi
Üveys	iveys
Üzvlük	izvliS
Üzvlərin	izvlErin
Üçok	iCoS
çadırların	Cadurlarun
çalarlarında	Calarlarunda
çalışacaqlar	CaluSajaglar
çalışdıq	CaluSdux
çalışdıqda	CaluSdugda
çantalar	Cantalar
çapda	Capda
çarizmə	CarizmE
çarpayılı	Carpayulu
çarpayının	Carpayunun
çarpazlaşmış	CarpazlaSmuS
çarpdırılmışdır	CarpdurulmuSdur
çarpışmalar	CarpuSmalar
çarxların	Carxlarun
çarxının	Carxunun
çatarsa	Catarsa
çatdırılmamış	CatdurulmamuS
çaylaq	Caylax
çaynik	CayniS
çağdan	Cadan
çağırdığını	Caurduuunu
çağırtdırıb	Caurtdurub
çağırtdırır	Caurtdurur
çağırılmasına	Caurulmasuna
çağırılmışdı	CaurulmuSdu
çağırıram	Caururam
çempionluğa	Cempionlua
çertyojlar	CertyoZlar
çevirilmişdi	CevirilmiSdi
çevirirdi	Cevirirdi
çevirmişdilər	CevirmiSdilEr
çevrildikdə	CevrildiSdE
çeşidlənmiş	CeSidlEnmiS
çimərliklərdə	CimErliSlErdE
çimərliyində	CimErliyindE
çinarlar	Cinarlar
çipset	Cipset
çit	Cit
çiçəkləmədən	CiCESlEmEdEn
çiçəkləndi	CiCESlEndi
çiçəklərində	CiCESlErindE
çiçəkyanlığından	CiCESyanluuundan
çoxalmada	Coxalmada
çoxluqda	Coxlugda
çoxluğudur	Coxludur
çoxusunu	Coxusunu
çoxyaruslu	Coxyaruslu
çubuqdan	Cubugdan
çuxa	Cuxa
çökmüşdür	CESmiSdir
çökə	CETE
çökəkliklərə	CETESliSlErE
çömçə	CEmCE
çürüntülü	Cirintili
çıxanların	Cuxanlarun
çıxarmadı	Cuxarmadu
çıxartmışdı	CuxartmuSdu
çıxarıcı	Cuxaruju
çıxarılacağı	Cuxarulajau
çıxarılmalı	Cuxarulmalu
çıxdıqlarını	Cuxduglarunu
çıxmışdırlar	CuxmuSdurlar
çıxıntılarının	Cuxuntularunun
çəkdirmək	CESdirmES
çəkdiyim	CESdiyim
çəkilmədi	CETilmEdi
çəkilmədən	CETilmEdEn
çəkiləcəyini	CETilEjEyini
çəkilər	CETilEr
çəkinməyən	CETinmEyEn
çəkirmiş	CETirmiS
çəkisizlik	CETisizliS
çəkməlidir	CESmElidir
çəkmələr	CESmElEr
çəkməyib	CESmEyib
çəkəcəklər	CETEjESlEr
çəmənliklərdən	CEmEnliSlErdEn
çəmənliklərindən	CEmEnliSlErindEn
çəngələbənzər	CEnTElEbEnzEr
çənəyə	CEnEyE
çərəz	CErEz
çətən	CEtEn
çəyirtkə	CEyirtTE
ödənilmir	EdEnilmir
ödənilməsindən	EdEnilmEsindEn
ödəyəcək	EdEyEjES
öldür	Eldir
öldürməsinə	EldirmEsinE
öldürüləndən	EldirilEndEn
öldürülərək	EldirilErES
öldürəcəyi	EldirEjEyi
öldürər	EldirEr
ölmündən	ElmindEn
ölmüşdülər	ElmiSdilEr
ölməsini	ElmEsini
ölçməklə	ElCmESlE
ölərsə	ElErsE
örnəklər	ErnESlEr
örtmə	ErtmE
örtüldü	Ertildi
ötdükdən	EtdiSdEn
ötürücüləri	EcirijilEri
övladların	Evladlarun
öyrədirlər	EyrEdirlEr
öyrən	EyrEn
öyrəncisi	EyrEnjisi
öyrənilməyə	EyrEnilmEyE
öyrənməkdir	EyrEnmESdir
öyrənəndən	EyrEnEndEn
öyüd	Eyid
özbəkcə	EzbESjE
