je	ye
Proizvođači	proizvojECi
Protection	protEction
Proteinska	protEinskE
Protivnik	protivnik
Protokol	protokol
Proučavao	proCEvEo
Proveo	provEo
Prozori	prozori
Proširenje	proSirE5e
Pruskoj	pruskoy
Pukovnik	pukovnik
Putnici	putnici
Puštena	puStEnE
Pérez	perEz
RTG	rdg
RTS	rts
Race	racE
Rachelin	rachElin
Radiotelevizija	radiotElEviziyE
Radnici	radnici
Radničkog	radniCkog
Ragbi	ragbi
Ramzesa	ramzEsE
Raspodjela	raspodyelE
Ratched	ratchEd
Razine	razinE
Razlikuje	razlikuye
Razočaran	razoCorEn
Razvojem	razvoyem
Raúl	raul
Recordsa	rEcortsE
Refleks	rEflEks
Reforme	rEformE
Republikanska	rEpublikEnskE
Revolucija	rEvoluciyE
Reynolds	rEynolts
Rf	rf
Riba	ribE
Rijetka	riyetkE
Rimokatolička	rimokEtoliCkE
Ritam	ritEm
Rivalstvo	rivElstvo
Rocketsi	rockEtsi
Rodio	rodio
Rog	rog
Room	room
Rumuniju	rumuniyu
Ruskog	ruskog
RyR	ry r3
Ryana	ryanE
SRJ	sry
Sabbath	sabbEth
Sadrže	sadrZE
Safari	safori
Salt	salt
Sammy	sammi
Samu	samu
Sanborn	sanborn
Sanders	sandErs
Sani	sani
Sanskog	sanskog
Sastanak	sastEnEk
Sastavni	sastEvni
Saznavši	saznEfSi
Sačuvana	saCuvEnE
Saše	saSE
Scarlett	scorlEtt
Segmenti	sEgmEnti
Selestija	sElEstiyE
Sestre	sEstrE
Seta	sEtE
Shane	shanE
Sharjah	shoryEh
Shema	shEmE
Shield	shiEld
Sibir	sibir
Sicilija	siciliyE
Sigmund	sigmund
Sijenke	siyeNkE
Sijera	siyerE
Sima	simE
Simeona	simEonE
Sinana	sinEnE
Sisak	sisEk
Skala	skalE
Sklonište	skloniStE
Slavenski	slavEnski
Slavoniju	slavoniyu
Slojevi	sloyevi
Slovenski	slovEnski
Slytherin	slithErin
Smrću	smrCu
Snimila	snimilE
Snimljen	snimLen
Sofiju	sofiyu
Solun	solun
Solunskog	solunskog
Somaliji	somEliyi
Some	somE
Son	son
Sonda	sondE
Sonicsi	sonicsi
Sound	sond
Sparte	sportE
Sportsko	sportsko
Spužve	spuZvE
Srbin	srbin
Sredina	srEdinE
Srednjovjekovna	srEd5ovyekovnE
Srema	srEmE
Srijema	sriyemE
Srnetica	srnEticE
Srž	srZ
Stambeni	stambEni
Statistika	statistikE
Statua	statuE
Statutu	statutu
Stern	stErn
Strah	strah
Strana	stranE
Strv	strv
Stub	stub
Stubovi	stubovi
Sturm	sturm
Stvorio	stvorio
Sucre	sucrE
Suite	suitE
Sulejmanu	suleymEnu
Superlige	supErligE
Susret	susrEt
Suština	suStinE
Svemirske	svEmirskE
Svemirski	svEmirski
Sydneyu	sidnEyu
TG	t3g3
TK	t3k3
Taft	taft
Taipei	taipEi
Tales	talEs
Tangela	taNgElE
Tanović	tanoviC
Tanzanije	tanzEniye
Tarrasch	torrEsch
Tehnološki	tEhnoloSki
Tempo	tEmpo
Teresa	tErEsE
Teritorije	tEritoriye
Terminal	tErminEl
Teslić	tEsliC
Théâtre	theEtrE
Tibet	tibEt
Tigris	tigris
Tihi	tihi
Tikal	tikEl
Timothy	timothi
Titom	titom
Tjentište	tyentiStE
Tlo	tlo
Tokyo	tokyo
Tolkin	tolkin
Tolstoj	tolstoy
Tomu	tomu
Tonyju	toniyu
Tor	tor
Tora	torE
Toronto	toronto
Toto	toto
Toura	torE
Trap	trap
Trelawney	trElEvnEy
Trnovo	trnovo
Troy	troy
Trumpa	trumpE
Truth	truth
Tuca	tucE
Twittera	tvittErE
UDK	utk
Ugovora	ugovorE
Ukrajince	ukroyincE
Ukrasni	ukrEsni
Unca	uncE
Uništenje	uniStE5e
Uppsala	uppsElE
Uskoplje	uskopLe
Uslijed	usliyed
Usori	usori
Uzbekistan	uzbEkistEn
Uzgoj	uzgoy
Uzimanje	uzimE5e
Učinak	uCinEk
Vajta	voytE
Valter	valtEr
Varijanta	voriyEntE
Vatroglavi	vatroglEvi
Vego	vEgo
Vi	vi
Viborg	viborg
Vidio	vidio
Vijesti	viyesti
Viking	vikiNg
Village	villEgE
Vilma	vilmE
Vin	vin
Vitezu	vitEzu
Vivian	viviEn
Višestruki	viSEstruki
Vjenčali	vyenCEli
Vjerovatnoća	vyerovEtnoCE
Vladimirom	vladimirom
Vlašića	vlaSiCE
Vodene	vodEnE
Vojnik	voynik
Vojo	voyo
Vojvode	voyvodE
Volkswagena	volksvEgEnE
Voltaire	voltEirE
Volume	volumE
Vrbasu	vrbasu
Vrelo	vrElo
Wagnera	vagnErE
Warden	vordEn
Weber	vEbEr
Weiss	vEiss
Welles	vEllEs
Wellsa	vEllsE
Wembley	vEmblEy
Wernera	vErnErE
Whitney	fhitnEy
Williamu	villiEmu
Wilmington	vilmiNkton
Wing	viNg
Wyatt	vyatt
Wyler	vilEr
XYY	ksyy
Yuan	yuEn
Zagovornici	zagovornici
Zakoni	zakoni
Zanetti	zanEtti
Zanimljiv	zanimLiv
Završetkom	zavrSEtkom
Zbogom	zbogom
Zhou	sho
Zimski	zimski
Zimskih	zimskih
Zlatnoj	zlatnoy
Zmaja	zmoyE
Značajne	znaCoynE
Zreli	zrEli
Zvjezdanih	zvyezdEnih
abdikacije	abdikEciye
abnormalne	abnormElnE
adapter	adEptEr
adaptirana	adEptirEnE
adaptirao	adEptirEo
adekvatnu	adEkvEtnu
adipocita	adipocitE
aditiva	aditivE
adrenalin	adrEnElin
aferi	afEri
afričkom	afriCkom
agenciji	agEnciyi
agensi	agEnsi
agensima	agEnsimE
agresiji	agrEsiyi
agresiju	agrEsiyu
agresivna	agrEsivnE
agresivnost	agrEsivnost
ajetima	oyetimE
akademska	akEdEmskE
akcijskog	akciyskog
akorda	akordE
aksioma	aksiomE
aktinoida	aktinoidE
aktivaciji	aktivEciyi
aktivirani	aktivirEni
akutno	akutno
akutnu	akutnu
algebarska	algEborskE
alkalnih	alkElnih
alkaloidi	alkEloidi
alkoholičare	alkoholiCorE
alkoholna	alkoholnE
all	all
alosterni	alostErni
alpinistički	alpinistiCki
alpskim	alpskim
alternativnim	altErnEtivnim
alternativnog	altErnEtivnog
aludira	aludirE
alveola	alvEolE
alveole	alvEolE
amaterska	amEtErskE
ambasadi	ambEsEdi
ambasadu	ambEsEdu
analit	anElit
analita	anElitE
analitičkih	anElitiCkih
analogija	anElogiyE
androgenih	androgEnih
aneksiju	anEksiyu
anestetika	anEstEtikE
angažira	aNgEZirE
angiotenzin	aNgiotEnzin
angiotenzina	aNgiotEnzinE
animacija	animEciyE
anketa	aNkEtE
antigenima	antigEnimE
antihistaminici	antihistEminici
antisens	antisEns
antropolozi	antropolozi
aorta	aortE
aparatu	aporEtu
apikalni	apikElni
apsolutnim	apsolutnim
apsolutnoj	apsolutnoy
apstrakcija	apstrEkciyE
apstraktna	apstrEktnE
aranžmanima	orEnZmEnimE
arap	orEp
arapsku	orEpsku
areala	orEElE
arene	orEnE
areole	orEolE
arhivi	orhivi
arhivskih	orhifskih
arije	oriye
arkada	orkEdE
armenske	ormEnskE
arsen	orsEn
arsena	orsEnE
art	ort
artiljerijskom	ortiLeriyskom
ashaba	ashEbE
asimetrična	asimEtriCnE
asimilirali	asimilirEli
asortiman	asortimEn
asova	asovE
astrocita	astrocitE
astronomija	astronomiyE
astronomiji	astronomiyi
ateista	atEistE
atletska	atlEtskE
atomom	atomom
audicija	audiciyE
auksina	auksinE
autentične	autEntiCnE
autobiografiji	autobiogrEfiyi
autocesta	autocEstE
autohtoni	autohtoni
autohtonog	autohtonog
autoimune	autoimunE
automobilsku	automobilsku
autonomiji	autonomiyi
autorica	autoricE
avanturama	avEnturEmE
avanturu	avEnturu
bacajući	bacoyuCi
baklji	bakLi
bakterijskog	baktEriyskog
bakteriju	baktEriyu
banje	ba5e
bankar	baNkor
bare	borE
baterijama	batEriyEmE
baveći	bavECi
bazirao	bazirEo
baznim	baznim
bedemom	bEdEmom
behar	bEhor
berberski	bErbErski
berza	bErzE
betonske	bEtonskE
bečkim	bECkim
bešike	bESikE
bijesno	biyesno
bijesu	biyesu
bilans	bilEns
biljojeda	biLoyedE
binarni	binorni
biosfere	biosfErE
bipolarne	bipolornE
birala	birElE
birano	birEno
biznismen	biznismEn
bjelokosti	byelokosti
bježeći	byeZECi
blagdan	blagdEn
bliskog	bliskog
blizanaca	blizEnEcE
bližoj	bliZoy
blot	blot
bodovanje	bodovE5e
bogatije	bogEtiye
bojeve	boyevE
bojkota	boykotE
bojnih	boynih
bojno	boyno
bolesnicima	bolEsnicimE
bolidu	bolidu
bolnička	bolniCkE
bolnički	bolniCki
bolničkom	bolniCkom
boluju	boluyu
bosanskohercegovačkoj	bosEnskohErcEgovECkoy
bosanskohercegovačkom	bosEnskohErcEgovECkom
bosanskohercegovačku	bosEnskohErcEgovECku
botaničar	botEniCor
bošnjačkom	boS5ECkom
brada	bradE
bradom	bradom
brakove	brakovE
branilo	branilo
brazilskom	brazilskom
bračnim	braCnim
brdskih	brtskih
brijegu	briyegu
brinuli	brinuli
brkati	brkati
brkovi	brkovi
brodske	brotskE
bubnjeva	bub5evE
bubrežnom	bubrEZnom
bugarskom	bugorskom
bukalne	bukElnE
bunkeru	buNkEru
centimetar	cEntimEtor
centriranu	cEntrirEnu
chat	chat
cifru	cifru
cilindrični	cilindriCni
ciljaju	ciLoyu
ciljano	ciLEno
citate	citEtE
citohrom	citohrom
civilizacijama	civilizEciyEmE
country	contry
crtani	crtani
crven	crvEn
crvima	crvimE
curenje	curE5e
cvjetnim	cvyetnim
daleki	dalEki
dalekim	dalEkim
daljinskim	daLinskim
daljinsko	daLinsko
daljni	daLni
danska	danskE
danskom	danskom
darovima	dorovimE
datirana	datirEnE
deblje	dEbLe
deblo	dEblo
decimalni	dEcimElni
defekte	dEfEktE
definicijom	dEfiniciyom
definiranja	dEfinirE5E
definisanim	dEfinisEnim
degeneracije	dEgEnErEciye
degradira	dEgrEdirE
dehidracije	dEhidrEciye
deklaraciju	dEklorEciyu
dela	dElE
delegacija	dElEgEciyE
delovi	dElovi
dentin	dEntin
depozita	dEpozitE
depoziti	dEpoziti
desetljeću	dEsEtLeCu
desetog	dEsEtog
desnih	dEsnih
detaljnu	dEtELnu
deva	dEvE
deveta	dEvEtE
devijacija	dEviyEciyE
devijacije	dEviyEciye
dešavali	dESEvEli
diferencirati	difErEncirEti
dijagnostika	diyEgnostikE
dijagnostiku	diyEgnostiku
dijagonala	diyEgonElE
dijalekte	diyElEktE
dijalekti	diyElEkti
dijamanata	diyEmEnEtE
dijametra	diyEmEtrE
dijeljenju	diyeLe5u
dijelo	diyelo
diktator	diktEtor
diktatora	diktEtorE
diktatura	diktEturE
dimetil	dimEtil
dinamične	dinEmiCnE
dioničko	dioniCko
diplomate	diplomEtE
diplomatsku	diplomEtsku
diplomira	diplomirE
dirhema	dirhEmE
disertacije	disErtEciye
diskografske	diskogrEfskE
diskografskih	diskogrEfskih
disperzija	dispErziyE
disperzije	dispErziye
displazija	displEziyE
distalna	distElnE
divio	divio
divljinu	divlyinu
dići	diCi
djelića	dyeliCE
djelovi	dyelovi
djevojačko	dyevoyECko
dječija	dyeCiyE
dlakom	dlakom
dobivene	dobivEnE
dodano	dodEno
dodat	dodEt
dogmi	dogmi
dogovoren	dogovorEn
dogovorila	dogovorilE
dogovoriti	dogovoriti
dograđeni	dogrEjEni
dokumentarcu	dokumEntorcu
dolazimo	dolEzimo
domaćine	domECinE
domaćinima	domECinimE
dominacijom	dominEciyom
dominirale	dominirElE
dopuna	dopunE
dopunjen	dopu5en
dopunjuju	dopu5uyu
dosadašnjoj	dosEdES5oy
dospijeva	dospiyevE
dostojno	dostoyno
double	doblE
dovedeno	dovEdEno
dovršiti	dovrSiti
dozvolom	dozvolom
dramskom	dramskom
dramsku	dramsku
drevnu	drEvnu
drobljenje	drobLe5e
drug	drug
družine	druZinE
drvenoj	drvEnoy
držanja	drZa5E
držanju	drZa5u
dublja	dubLE
ductus	ductus
dugogodišnju	dugogodiS5u
dugovječnosti	dugovyeCnosti
duhove	duhovE
duodenuma	duodEnumE
duple	duplE
dužnosnika	duZnosnikE
dužnostima	duZnostimE
dužu	duZu
dvogodišnje	dvogodiS5e
dvorci	dvorci
dvostrukoj	dvostrukoy
džep	jEp
edikt	Edikt
efektivni	EfEktivni
egzona	EgzonE
ekipnoj	Ekipnoy
ekosistem	EkosistEm
ekskluzivne	EkskluzivnE
eksperimentalnom	EkspErimEntElnom
eksperimentiranje	EkspErimEntirE5e
ekspert	EkspErt
eksploziji	Eksploziyi
eksponata	EksponEtE
ekspozicije	Ekspoziciye
eksprimiraju	Eksprimiroyu
ekvator	EkvEtor
eliminirana	EliminirEnE
elipse	ElipsE
emir	Emir
emisijom	Emisiyom
emitera	EmitErE
emitiran	EmitirEn
emitovan	EmitovEn
enciklopediji	EnciklopEdiyi
endocitoze	EndocitozE
energetsko	EnErgEtsko
energijama	EnErgiyEmE
enzimska	EnzimskE
epitopa	EpitopE
epske	EpskE
es	Es
espressa	EsprEssE
etaža	EtEZE
etaži	EtEZi
etičke	EtiCkE
etno	Etno
evakuacije	EvEkuEciye
evidentiran	EvidEntirEn
evolucijskih	Evoluciyskih
evoluira	EvoluirE
evoluiraju	Evoluiroyu
externa	EkstErnE
fakulteti	fakultEti
fanovima	fanovimE
federativne	fEdErEtivnE
feudalaca	fEudElEcE
fikcija	fikciyE
filamenata	filEmEnEtE
filogenetski	filogEnEtski
filozofskog	filozofskog
fiziološkog	fizioloSkog
fizionomiju	fizionomiyu
flagele	flagElE
fleksibilna	flEksibilnE
fleksibilni	flEksibilni
floema	floEmE
fluidnost	fluidnost
folikuli	folikuli
folkloru	folkloru
formalnom	formElnom
formulama	formulEmE
fosfonata	fosfonEtE
fosile	fosilE
fosilne	fosilnE
fosilnim	fosilnim
foto	foto
fotografiji	fotogrEfiyi
frakciji	frakciyi
franjevaca	fra5evEcE
fudbaleri	fudbElEri
fudbalskog	fudbElskog
fundamentalno	fundEmEntElno
galami	galEmi
gamete	gamEtE
garancija	gorEnciyE
gasovitog	gasovitog
gasu	gasu
gela	gElE
generalna	gEnErElnE
generički	gEnEriCki
genetskim	gEnEtskim
genetskog	gEnEtskog
geografa	gEogrEfE
geologa	gEologE
geologiju	gEologiyu
glasilo	glasilo
glatkim	glatkim
glodara	glodorE
glomerulske	glomErulskE
glumački	glumECki
gnjeva	g5evE
golo	golo
golovi	golovi
gomilanja	gomilE5E
gomolja	gomoLE
gospodare	gospodorE
gospodaru	gospodoru
gospođice	gospojicE
gostionici	gostionici
gotovih	gotovih
graditeljske	graditELskE
gradivni	gradivni
gramofonskih	gramofonskih
graniče	graniCE
grančica	granCicE
gravitacija	gravitEciyE
gravitacijske	gravitEciyskE
građevinskom	grajEvinskom
grmlja	grmLa
grofovi	grofovi
grub	grub
grubih	grubih
grublje	grubLe
grubu	grubu
grupisane	grupisEnE
grupnim	grupnim
gustog	gustog
gutanjem	gutE5em
gužva	guZvE
hajata	xoyEtE
halal	xalEl
halifat	xalifEt
haljinama	xaLinEmE
han	xan
haosu	xaosu
harmonija	xormoniyE
helikoptere	xElikoptErE
hemoterapijom	xEmotErEpiyom
hetitske	xEtitskE
hidridi	xidridi
hidrografski	xidrogrEfski
hidrohlorid	xidrohlorid
hidroksi	xidroksi
hijene	xiyenE
hilafeta	xilEfEtE
hipokampusa	xipokEmpusE
hipospadije	xipospEdiye
hipotalamusa	xipotElEmusE
historicizma	xistoricizmE
hitnih	xitnih
hitnim	xitnim
hlače	xlaCE
hlađeni	xlajEni
hodočasnika	xodoCEsnikE
hokeju	xokeyu
holivudskih	xolivutskih
holotip	xolotip
hominida	xominidE
homogene	xomogEnE
horizontalnog	xorizontElnog
hotelskoj	xotElskoy
hrišćanskih	xriSCEnskih
hromosomima	xromosomimE
humanih	xumEnih
hvalili	xvalili
iglica	iglicE
iglice	iglicE
igraće	igrECE
ikonu	ikonu
ilegalni	ilEgElni
ilirskom	ilirskom
imaginarna	imEginornE
imaginarni	imEginorni
imate	imEtE
imitacije	imitEciye
impresionirao	imprEsionirEo
improvizacije	improvizEciye
imunodeficijencije	imunodEficiyenciye
imunoloških	imunoloSkih
imunom	imunom
indeksom	indEksom
indicira	indicirE
indijanski	indiyEnski
indijanskih	indiyEnskih
indijanskog	indiyEnskog
indikacija	indikEciyE
indoevropskih	indoEvropskih
infekcijama	infEkciyEmE
informacijski	informEciyski
informatike	informEtikE
infracrvenom	infrEcrvEnom
inicijalima	iniciyElimE
inicirao	inicirEo
inspekcije	inspEkciye
inspirirala	inspirirElE
instaliranje	instElirE5e
instinkt	instiNkt
instruktor	instruktor
instrumental	instrumEntEl
insuficijencija	insuficiyenciyE
integralnih	intEgrElnih
integrisana	intEgrisEnE
intelektualna	intElEktuElnE
interesnih	intErEsnih
internacionalno	intErnEcionElno
interpolacije	intErpolEciye
invalida	invElidE
inverzija	invErziyE
investitor	invEstitor
inžinjeri	inZi5eri
iranski	irEnski
iridij	iridiy
iscrpljen	iscrpLen
iskazi	iskEzi
iskrcavanja	iskrcEvE5E
islamsko	islEmsko
ispitivati	ispitivEti
ispostave	ispostEvE
ispravnom	isprEvnom
ispruženim	ispruZEnim
istekla	istEklE
isteku	istEku
isticanje	isticE5e
istorijskim	istoriyskim
istoričara	istoriCorE
istovjetna	istovyetnE
istovremenu	istovrEmEnu
istovrsnih	istovrsnih
istraženi	istrEZEni
isušivanja	isuSivE5E
izazivala	izEzivElE
izazovom	izEzovom
izazvan	izEzvEn
izbace	izbEcE
izbile	izbilE
izboden	izbodEn
izbočina	izboCinE
izdane	izdEnE
izdavali	izdEvEli
izdavane	izdEvEnE
izdržao	izdrZEo
izdržavao	izdrZEvEo
izdvajanjem	izdvoyE5em
izgradile	izgrEdilE
izgrađenog	izgrEjEnog
izgrađenoj	izgrEjEnoy
izjavivši	izyEvifSi
izjašnjavaju	izyES5Evoyu
izlazile	izlEzilE
izlazni	izlEzni
izlet	izlEt
izliječi	izliyeCi
izmijenjeni	izmiye5eni
izmijenjeno	izmiye5eno
izmišljeni	izmiSLeni
izolator	izolEtor
izoliranih	izolirEnih
izračunata	izrECunEtE
izrađeno	izrEjEno
izražavao	izrEZEvEo
izraženom	izrEZEnom
izučavanja	izuCEvE5E
izučavanju	izuCEvE5u
izvanrednu	izvEnrEdnu
izvjestio	izvyestio
izvještavanje	izvyeStEvE5e
izvodile	izvodilE
izvorišta	izvoriStE
izvođačima	izvojECimE
izvukli	izvukli
izvučeni	izvuCEni
jajniku	yoyniku
jajovoda	yoyovodE
jamama	yamEmE
jamice	yamicE
jamči	yamCi
jasnog	yasnog
jastučića	yastuCiCE
jato	yato
jave	yavE
javljali	yavlyEli
jačaju	yaCoyu
jaše	yaSE
jedanaesterac	yedEnEEstErEc
jedinku	yediNku
jednakog	yednEkog
jednačinama	yednECinEmE
jednine	yedninE
jednoprostornih	yednoprostornih
jezerom	yezErom
jezičkih	yeziCkih
jezičkoj	yeziCkoy
jezičkom	yeziCkom
ježeva	yeZEvE
jugoistok	yugoistok
jugoistočni	yugoistoCni
jugoslavenskom	yugoslEvEnskom
julijanski	yuliyEnski
junaštva	yunEStvE
jurisdikciju	yurizdikciyu
kN	k3 n3
kablove	kablovE
kadiluk	kadiluk
kafa	kafE
kafanama	kafEnEmE
kafić	kafiC
kalaj	kaloy
kalupa	kalupE
kamenčiće	kamEnCiCE
kamionima	kamionimE
kampanjama	kampE5EmE
kampusu	kampusu
kanadske	kanEtskE
kancelariji	kancEloriyi
kanjonu	ka5onu
kantonalnoj	kantonElnoy
kapacitetima	kapEcitEtimE
karavan	korEvEn
karbonat	korbonEt
kardinali	kordinEli
karijes	koriyes
karton	korton
katastrofalnim	katEstrofElnim
katastrofom	katEstrofom
katedralu	katEdrElu
katolik	katolik
katoličanstva	katoliCEnstvE
katoličko	katoliCko
katu	katu
kaznene	kaznEnE
keltska	kEltskE
keramiku	kErEmiku
kijevskog	kiyefskog
kiparskih	kiporskih
kičmena	kiCmEnE
kičmenoj	kiCmEnoy
kišom	kiSom
klanjao	kla5Eo
klanovi	klanovi
klasama	klasEmE
klasika	klasikE
klesanog	klEsEnog
kleči	klECi
klijanja	kliyE5E
klijente	kliyentE
klimatska	klimEtskE
klina	klinE
klitoris	klitoris
klizni	klizni
ključnom	kLuCnom
klon	klon
klonovi	klonovi
književnoj	k5iZEvnoy
koalicijska	koEliciyskE
kodona	kodonE
kolektivna	kolEktivnE
kolijevka	koliyefkE
kolonijalizma	koloniyElizmE
komandantom	komEndEntom
kombinirano	kombinirEno
kombinuju	kombinuyu
komitetu	komitEtu
kompaktan	kompEktEn
kompatibilne	kompEtibilnE
kompilacija	kompilEciyE
kompletnom	komplEtnom
komplikovane	komplikovEnE
kompozitorom	kompozitorom
kompozitorske	kompozitorskE
komunistima	komunistimE
komšija	komSiyE
konaka	konEkE
konačnoj	konECnoy
koncentracionom	koncEntrEcionom
koncentriraju	koncEntriroyu
koncentrirani	koncEntrirEni
koncepciju	koncEpciyu
koncertnom	koncErtnom
kondenzira	kondEnzirE
konformaciji	konformEciyi
konjskim	ko5skim
konkretnih	koNkrEtnih
konkretnom	koNkrEtnom
konkubine	koNkubinE
konkurent	koNkurEnt
konkurentni	koNkurEntni
konstantnoj	konstEntnoy
konstitutivni	konstitutivni
konstruirao	konstruirEo
kontaktne	kontEktnE
kontinuiran	kontinuirEn
kontrolirana	kontrolirEnE
kontrolirane	kontrolirEnE
kontrolna	kontrolnE
kontroverznim	kontrovErznim
konvencionalni	konvEncionElni
konvergenciju	konvErgEnciyu
konzervativni	konzErvEtivni
konzervativnih	konzErvEtivnih
konzervativnu	konzErvEtivnu
konzerviran	konzErvirEn
konzervirana	konzErvirEnE
konzolu	konzolu
konzumacija	konzumEciyE
kopa	kopE
kopaju	kopoyu
kopao	kopEo
korala	korElE
koridor	koridor
korisnost	korisnost
korporaciju	korporEciyu
kota	kotE
kovalentno	kovElEntno
košarka	koSorkE
košarkaških	koSorkESkih
košljoriba	koSLoribE
koštanoj	koStEnoy
kožice	koZicE
krajini	kroyini
krajnosti	kroynosti
krakovima	krakovimE
kraljevini	kraLevini
kraljevinom	kraLevinom
kreatora	krEEtorE
kreme	krEmE
kreoli	krEoli
krečnjačkim	krEC5ECkim
krhak	krhak
krilati	krilEti
krilatih	krilEtih
krilca	krilcE
kripton	kripton
kristalnog	kristElnog
kritičare	kritiCorE
kritičnim	kritiCnim
krivac	krivEc
krivični	kriviCni
krivičnih	kriviCnih
krljušti	krLuSti
krokodila	krokodilE
krompir	krompir
krovni	krovni
krstjani	krstyani
krunidbu	krunidbu
krutosti	krutosti
krvavih	krvavih
krša	krSa
kršćane	krSCanE
kultivirane	kultivirEnE
kultne	kultnE
kultnih	kultnih
kupovini	kupovini
kurseve	kursEvE
kut	kut
kutnjaci	kut5Eci
kućištu	kuCiStu
kućna	kuCnE
kvadrantu	kvadrEntu
kvadratura	kvadrEturE
kvantno	kvantno
kvarca	kvorcE
kvržični	kvrZiCni
kćerima	kCErimE
lagahno	lagEhno
lagana	lagEnE
laganim	lagEnim
lampe	lampE
lampu	lampu
lansira	lansirE
lansirne	lansirnE
lansirno	lansirno
las	las
laserske	lasErskE
ledenom	lEdEnom
legionari	lEgionori
leksikon	lEksikon
lemljenje	lEmLe5e
letjelicom	lEtyelicom
leđnih	lEjnih
lift	lift
ligande	ligEndE
ligaški	ligESki
lijeku	liyeku
lijepim	liyepim
lijevim	liyevim
likovnu	likovnu
limun	limun
linearnih	linEornih
linkove	liNkovE
lišću	liSCu
ljekovitim	Lekovitim
ljetnog	Letnog
ljiljanima	LiLEnimE
ljubavnikom	LubEvnikom
ljubavnog	LubEvnog
logičan	logiCEn
lojalnosti	loyElnosti
lojne	loynE
lojnih	loynih
lokalizirani	lokElizirEni
lokusu	lokusu
londonskog	londonskog
lordovi	lordovi
lud	lud
lukovica	lukovicE
luksuzne	luksuznE
lupusa	lupusE
lučki	luCki
lučnih	luCnih
magarca	magorcE
magistralni	magistrElni
maglu	maglu
magma	magmE
magmatskih	magmEtskih
magnezij	magnEziy
mahovinom	mahovinom
majica	moyicE
makrofagi	makrofEgi
maksila	maksilE
maksimalnoj	maksimElnoy
malehna	malEhnE
malenog	malEnog
maligni	maligni
manifestirati	manifEstirEti
manira	manirE
marinaca	morinEcE
maršal	morSEl
masivan	masivEn
masivnim	masivnim
masni	masni
mater	matEr
materijalnoj	matEriyElnoy
max	maks
mašini	maSini
mediteranska	mEditErEnskE
mehaničkom	mEhEniCkom
mehkom	mEhkom
mejozi	meyozi
mejozu	meyozu
metamfetamin	mEtEmfEtEmin
meteorita	mEtEoritE
metrički	mEtriCki
metropolitanske	mEtropolitEnskE
mezaristan	mEzoristEn
mezarje	mEzorye
mezheba	mEshEbE
mijenjana	miye5EnE
miješanih	miyeSEnih
mikrofon	mikrofon
mikroprocesora	mikroprocEsorE
minijaturni	miniyEturni
minimalnom	minimElnom
ministrima	ministrimE
miri	miri
mirnih	mirnih
mitologija	mitologiyE
mitoza	mitozE
mitropolije	mitropoliye
miševe	miSEvE
mjenjaju	mye5oyu
mjenjačem	mye5ECEm
mjerna	myernE
mješavinama	myeSEvinEmE
mješovitog	myeSovitog
mještane	myeStEnE
mlin	mlin
mobilizacije	mobilizEciye
mobilna	mobilnE
modeliranja	modElirE5E
modernije	modErniye
modernijim	modErniyim
modernizaciji	modErnizEciyi
modulator	modulEtor
mojoj	moyoy
molekularna	molEkulornE
molekulom	molEkulom
molekulskog	molEkulskog
molitva	molitvE
mongolski	moNgolski
monomeri	monomEri
monsuna	monsunE
montira	montirE
moralnog	morElnog
mornarički	mornoriCki
mostarskog	mostorskog
motorizovana	motorizovEnE
motornog	motornog
mozgom	mozgom
moćnijih	moCniyih
moćnu	moCnu
močvarnih	moCvornih
močvarno	moCvorno
moždina	moZdinE
moždinu	moZdinu
mračnu	mraCnu
mrežaste	mrEZEstE
mulja	muLE
multiplayer	multiplEyEr
muzeji	muzeyi
mučenika	muCEnikE
m³	m3 tri
nabaviti	nabEviti
nacionalistima	nacionElistimE
nacionalističke	nacionElistiCkE
nacrti	nacrti
nadaju	nadoyu
nadmašuju	nadmESuyu
nadoknađuje	nadoknEjuye
nadvladati	nadvlEdEti
nadživjela	najivyelE
naglašeni	naglESEni
nagle	naglE
nagnut	nagnut
nahiji	nahiyi
naizmjenične	naizmyeniCnE
naiđu	naiju
naišlo	naiSlo
najbitnije	noybitniye
najbogatiji	noybogEtiyi
najboljoj	noyboLoy
najbrojnije	noybroyniye
najdužu	noyduZu
najjačim	noyyECim
najjužnija	noyyuZniyE
najmanjom	noymE5om
najnižih	noyniZih
najnižim	noyniZim
najslabija	noyslEbiyE
najslavnijih	noyslEvniyih
